"n_voice_prompts","n_instruction_only","n_voice_initiated","n_completed_one_recording","n_completed_two_recordings","n_completed_all_recordings","initiation_rate","completion_rate_conditional"
5627,1814,3813,102,20,3691,0.677625733072685,0.968004196170994
